loan_amount,interest_rate,annual_income,credit_score,employment_length,dti,num_delinquencies,previous_defaults,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_small_business,state_CA,state_FL,state_GA,state_IL,state_MI,state_NC,state_NY,state_OH,state_PA,state_TX,target
-0.9185853602603162,0.006157366352939862,0.5547842343847568,-0.3303615804468666,0.15211146248848834,-1.8640589551211069,-0.7556175795914996,-0.46294145155061833,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.05775652170872873,-1.305725727044503,0.22262232759341663,1.293484683317042,0.5821085295937556,0.3613259596527309,0.6407113451589135,-0.46294145155061833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.9177067451392369,1.6827338293434948,0.226583849121433,0.15016435474857573,0.0661120490674349,-1.1426644303787394,-0.7556175795914996,-0.46294145155061833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.6241795856932311,1.2572582314848646,-0.6289667591369513,1.4426134218259723,-0.4498844314588858,-2.2755403085842625,-0.7556175795914996,-0.46294145155061833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.643557075119542,0.5380018636762275,1.1853619250352572,-0.7943176558079833,-1.4818773925115272,1.4968061502219447,-0.7556175795914996,1.939349324063401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.659345078793736,1.9663842279159143,0.16542855537391868,1.3597641226543442,1.7001009040674504,-0.2116227603592576,-0.7556175795914996,1.939349324063401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.1532939674879215,1.3205730525947799,-0.0382692498931396,-0.47949031895579697,1.44210266380429,-1.8171813325746715,-0.7556175795914996,-0.46294145155061833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.6101451425829588,0.22649294381544458,0.11230747928097833,-0.7280382164706809,-1.1378797388273134,0.7155124411146874,2.0370402699093266,-0.46294145155061833,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.3196271832547917,-0.09008116173413146,0.6787610511754214,0.2495835137545293,-1.4818773925115272,-0.9668733458296064,-0.7556175795914996,-0.46294145155061833,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.5007500501061661,-1.0676619996712222,-0.9322973867066183,-1.2417038713347743,-0.19188619119572545,-1.216887332743929,0.6407113451589135,1.939349324063401,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.5243970779975442,-1.229747941712605,-0.3899460045484042,0.05074519574262214,-0.7938820851430995,-0.20901844799556676,0.6407113451589135,-0.46294145155061833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.3497544729528048,0.510143342387865,-0.7276726632242232,-1.4239723295123559,-1.2238791522483667,1.0436557989397355,-0.7556175795914996,-0.46294145155061833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-1.659345078793736,-0.24710191808672097,0.960459418006449,0.11702463507992453,0.0661120490674349,0.668634818568252,-0.7556175795914996,1.939349324063401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.36099581927849456,-0.36106859608456815,0.43122246942864606,1.6911613193408561,0.8401067698569159,-1.2468369249263735,-0.7556175795914996,-0.46294145155061833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.14547702338563334,0.3379270289688957,-0.2457594986529332,-0.44635059928714577,0.49610911617270215,-1.5007573803862324,0.6407113451589135,-0.46294145155061833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.1525146972488142,-0.5332849095035379,-0.6641928939122107,0.6141204301096924,0.5821085295937556,0.427735924926848,-0.7556175795914996,-0.46294145155061833,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.24547078396219998,0.5202737137654512,-0.05001901527645814,-0.6783286369677041,1.7001009040674504,0.3938798641988666,0.6407113451589135,-0.46294145155061833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2.976158753508335,-0.7738812297212155,0.32441147388022984,1.1443559448081115,-0.6218832583009927,0.5149803891104915,-0.7556175795914996,-0.46294145155061833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.524121145163582,1.3712249094827118,-1.3682472664210432,-1.7222298065302166,1.3561032503832366,0.340491460743204,-0.7556175795914996,-0.46294145155061833,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.9383490196321254,-0.900510871941046,1.3847128034993557,-0.5291998984587737,-0.36388501803783235,-0.07880282981102389,0.6407113451589135,-0.46294145155061833,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.45931734368542354,-0.35093822470698194,-0.5718906467009094,-0.9931559738198904,1.5281020772253435,1.2129361025796412,-0.7556175795914996,-0.46294145155061833,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.5149432559530855,-0.8827827220302696,-0.6254684651028564,-1.2748435910034255,-0.01988736435361855,1.5111298682222443,-0.7556175795914996,-0.46294145155061833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.7007883852408257,0.09733070875121762,-0.8771334773654843,-0.5457697582930994,1.1841044235411298,-0.4850755585467978,2.0370402699093266,1.939349324063401,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.09604809545883672,-0.7789464154100086,-0.9671246826096113,-0.1978027017722618,1.1841044235411298,0.19985859310389795,-0.7556175795914996,-0.46294145155061833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
